year,predicted_score,country_code,country_name
2028,60.21,PHL,Philippines
2029,60.54,PHL,Philippines
2030,60.87,PHL,Philippines
2031,61.2,PHL,Philippines
2032,61.54,PHL,Philippines
2033,61.88,PHL,Philippines
2034,62.23,PHL,Philippines
2035,62.59,PHL,Philippines
2036,62.95,PHL,Philippines
2037,63.31,PHL,Philippines
2038,63.68,PHL,Philippines
2039,64.04,PHL,Philippines
2040,64.41,PHL,Philippines
2024,5.71,PLW,Palau
2025,5.71,PLW,Palau
2026,5.71,PLW,Palau
2027,5.71,PLW,Palau
2028,5.71,PLW,Palau
2029,60.57,PLW,Palau
2030,60.96,PLW,Palau
2031,61.35,PLW,Palau
2032,61.74,PLW,Palau
2033,62.12,PLW,Palau
2034,62.5,PLW,Palau
2035,62.87,PLW,Palau
2036,63.24,PLW,Palau
2037,63.6,PLW,Palau
2038,63.96,PLW,Palau
2039,64.32,PLW,Palau
2040,64.67,PLW,Palau
2024,5.71,PNG,Papua New Guinea
2025,5.71,PNG,Papua New Guinea
2026,5.71,PNG,Papua New Guinea
2027,5.71,PNG,Papua New Guinea
2028,5.71,PNG,Papua New Guinea
2029,59.6,PNG,Papua New Guinea
2030,59.99,PNG,Papua New Guinea
2031,60.37,PNG,Papua New Guinea
2032,60.75,PNG,Papua New Guinea
2033,61.12,PNG,Papua New Guinea
2034,61.49,PNG,Papua New Guinea
2035,61.85,PNG,Papua New Guinea
2036,62.21,PNG,Papua New Guinea
2037,62.57,PNG,Papua New Guinea
2038,62.92,PNG,Papua New Guinea
2039,63.27,PNG,Papua New Guinea
2040,63.61,PNG,Papua New Guinea
2024,52.63,POL,Poland
2025,53.54,POL,Poland
2026,54.56,POL,Poland
2027,56.44,POL,Poland
2028,56.84,POL,Poland
2029,57.19,POL,Poland
2030,57.55,POL,Poland
2031,57.91,POL,Poland
2032,58.27,POL,Poland
2033,58.64,POL,Poland
2034,59.02,POL,Poland
2035,59.4,POL,Poland
2036,59.79,POL,Poland
2037,60.17,POL,Poland
2038,60.56,POL,Poland
2039,60.95,POL,Poland
2040,61.34,POL,Poland
2024,77.98,PRE,Pre-demographic dividend
2025,71.9,PRE,Pre-demographic dividend
2026,60.71,PRE,Pre-demographic dividend
2027,60.81,PRE,Pre-demographic dividend
2028,61.0,PRE,Pre-demographic dividend
2029,61.33,PRE,Pre-demographic dividend
2030,61.66,PRE,Pre-demographic dividend
2031,61.99,PRE,Pre-demographic dividend
2032,62.32,PRE,Pre-demographic dividend
2033,62.66,PRE,Pre-demographic dividend
2034,63.0,PRE,Pre-demographic dividend
2035,63.35,PRE,Pre-demographic dividend
2036,63.7,PRE,Pre-demographic dividend
2037,64.07,PRE,Pre-demographic dividend
2038,64.43,PRE,Pre-demographic dividend
2039,64.8,PRE,Pre-demographic dividend
2040,65.16,PRE,Pre-demographic dividend
2024,5.71,PRI,Puerto Rico (US)
2025,5.71,PRI,Puerto Rico (US)
2026,5.71,PRI,Puerto Rico (US)
2027,5.71,PRI,Puerto Rico (US)
2028,5.71,PRI,Puerto Rico (US)
2029,62.06,PRI,Puerto Rico (US)
2030,62.47,PRI,Puerto Rico (US)
2031,62.87,PRI,Puerto Rico (US)
2032,63.26,PRI,Puerto Rico (US)
2033,63.65,PRI,Puerto Rico (US)
2034,64.04,PRI,Puerto Rico (US)
2035,64.42,PRI,Puerto Rico (US)
2036,64.8,PRI,Puerto Rico (US)
2037,65.17,PRI,Puerto Rico (US)
2038,65.54,PRI,Puerto Rico (US)
2039,65.91,PRI,Puerto Rico (US)
2040,66.27,PRI,Puerto Rico (US)
2024,5.71,PRK,"Korea, Dem. People's Rep."
2025,5.71,PRK,"Korea, Dem. People's Rep."
2026,5.71,PRK,"Korea, Dem. People's Rep."
2027,5.71,PRK,"Korea, Dem. People's Rep."
2028,5.71,PRK,"Korea, Dem. People's Rep."
2029,61.9,PRK,"Korea, Dem. People's Rep."
2030,62.29,PRK,"Korea, Dem. People's Rep."
2031,62.68,PRK,"Korea, Dem. People's Rep."
2032,63.06,PRK,"Korea, Dem. People's Rep."
2033,63.44,PRK,"Korea, Dem. People's Rep."
2034,63.82,PRK,"Korea, Dem. People's Rep."
2035,64.19,PRK,"Korea, Dem. People's Rep."
2036,64.55,PRK,"Korea, Dem. People's Rep."
2037,64.91,PRK,"Korea, Dem. People's Rep."
2038,65.27,PRK,"Korea, Dem. People's Rep."
2039,65.63,PRK,"Korea, Dem. People's Rep."
2040,65.98,PRK,"Korea, Dem. People's Rep."
2024,62.26,PRT,Portugal
2025,61.61,PRT,Portugal
2026,59.4,PRT,Portugal
2027,55.85,PRT,Portugal
2028,56.14,PRT,Portugal
2029,56.52,PRT,Portugal
2030,56.89,PRT,Portugal
2031,57.27,PRT,Portugal
2032,57.66,PRT,Portugal
2033,58.05,PRT,Portugal
2034,58.45,PRT,Portugal
2035,58.85,PRT,Portugal
2036,59.25,PRT,Portugal
2037,59.65,PRT,Portugal
2038,60.05,PRT,Portugal
2039,60.46,PRT,Portugal
2040,60.87,PRT,Portugal
2024,77.27,PRY,Paraguay
2025,73.74,PRY,Paraguay
2026,67.69,PRY,Paraguay
2027,58.32,PRY,Paraguay
2028,58.42,PRY,Paraguay
2029,58.76,PRY,Paraguay
2030,59.09,PRY,Paraguay
2031,59.44,PRY,Paraguay
2032,59.79,PRY,Paraguay
2033,60.15,PRY,Paraguay
2034,60.51,PRY,Paraguay
2035,60.87,PRY,Paraguay
2036,61.24,PRY,Paraguay
2037,61.61,PRY,Paraguay
2038,61.98,PRY,Paraguay
2039,62.35,PRY,Paraguay
2040,62.72,PRY,Paraguay
2024,5.71,PSE,West Bank and Gaza
2025,5.71,PSE,West Bank and Gaza
2026,5.71,PSE,West Bank and Gaza
2027,5.71,PSE,West Bank and Gaza
2028,5.71,PSE,West Bank and Gaza
2029,59.64,PSE,West Bank and Gaza
2030,60.03,PSE,West Bank and Gaza
2031,60.41,PSE,West Bank and Gaza
2032,60.79,PSE,West Bank and Gaza
2033,61.16,PSE,West Bank and Gaza
2034,61.53,PSE,West Bank and Gaza
2035,61.89,PSE,West Bank and Gaza
2036,62.25,PSE,West Bank and Gaza
2037,62.61,PSE,West Bank and Gaza
2038,62.96,PSE,West Bank and Gaza
2039,63.31,PSE,West Bank and Gaza
2040,63.65,PSE,West Bank and Gaza
2024,5.71,PSS,Pacific island small states
2025,5.71,PSS,Pacific island small states
2026,5.71,PSS,Pacific island small states
2027,5.71,PSS,Pacific island small states
2028,5.71,PSS,Pacific island small states
2029,59.7,PSS,Pacific island small states
2030,60.08,PSS,Pacific island small states
2031,60.47,PSS,Pacific island small states
2032,60.84,PSS,Pacific island small states
2033,61.22,PSS,Pacific island small states
2034,61.59,PSS,Pacific island small states
2035,61.95,PSS,Pacific island small states
2036,62.31,PSS,Pacific island small states
2037,62.67,PSS,Pacific island small states
2038,63.02,PSS,Pacific island small states
2039,63.37,PSS,Pacific island small states
2040,63.72,PSS,Pacific island small states
2024,48.22,PST,Post-demographic dividend
2025,50.63,PST,Post-demographic dividend
2026,52.93,PST,Post-demographic dividend
2027,53.27,PST,Post-demographic dividend
2028,53.79,PST,Post-demographic dividend
2029,54.22,PST,Post-demographic dividend
2030,54.65,PST,Post-demographic dividend
2031,55.08,PST,Post-demographic dividend
2032,55.52,PST,Post-demographic dividend
2033,55.95,PST,Post-demographic dividend
2034,56.39,PST,Post-demographic dividend
2035,56.83,PST,Post-demographic dividend
2036,57.27,PST,Post-demographic dividend
2037,57.71,PST,Post-demographic dividend
2038,58.15,PST,Post-demographic dividend
2039,58.6,PST,Post-demographic dividend
2040,59.05,PST,Post-demographic dividend
2024,5.71,PYF,French Polynesia
2025,5.71,PYF,French Polynesia
2026,5.71,PYF,French Polynesia
2027,5.71,PYF,French Polynesia
2028,5.71,PYF,French Polynesia
2029,61.02,PYF,French Polynesia
2030,61.42,PYF,French Polynesia
2031,61.81,PYF,French Polynesia
2032,62.2,PYF,French Polynesia
2033,62.59,PYF,French Polynesia
2034,62.97,PYF,French Polynesia
2035,63.34,PYF,French Polynesia
2036,63.72,PYF,French Polynesia
2037,64.08,PYF,French Polynesia
2038,64.45,PYF,French Polynesia
2039,64.81,PYF,French Polynesia
2040,65.16,PYF,French Polynesia
2024,5.78,QAT,Qatar
2025,12.43,QAT,Qatar
2026,22.05,QAT,Qatar
2027,35.42,QAT,Qatar
2028,36.89,QAT,Qatar
2029,37.29,QAT,Qatar
2030,37.69,QAT,Qatar
2031,38.09,QAT,Qatar
2032,38.49,QAT,Qatar
2033,38.9,QAT,Qatar
2034,39.36,QAT,Qatar
2035,39.83,QAT,Qatar
2036,40.29,QAT,Qatar
2037,40.72,QAT,Qatar
2038,41.11,QAT,Qatar
2039,41.45,QAT,Qatar
2040,41.76,QAT,Qatar
2024,60.28,ROU,Romania
2025,59.95,ROU,Romania
2026,59.24,ROU,Romania
2027,58.61,ROU,Romania
2028,58.98,ROU,Romania
2029,59.33,ROU,Romania
2030,59.69,ROU,Romania
2031,60.05,ROU,Romania
2032,60.41,ROU,Romania
2033,60.78,ROU,Romania
2034,61.16,ROU,Romania
2035,61.54,ROU,Romania
2036,61.93,ROU,Romania
2037,62.31,ROU,Romania
2038,62.7,ROU,Romania
2039,63.09,ROU,Romania
2040,63.48,ROU,Romania
2024,36.01,RUS,Russian Federation
2025,40.4,RUS,Russian Federation
2026,45.62,RUS,Russian Federation
2027,51.98,RUS,Russian Federation
2028,52.06,RUS,Russian Federation
2029,52.38,RUS,Russian Federation
2030,52.71,RUS,Russian Federation
2031,53.04,RUS,Russian Federation
2032,53.37,RUS,Russian Federation
2033,53.71,RUS,Russian Federation
2034,54.05,RUS,Russian Federation
2035,54.4,RUS,Russian Federation
2036,54.74,RUS,Russian Federation
2037,55.09,RUS,Russian Federation
2038,55.45,RUS,Russian Federation
2039,55.8,RUS,Russian Federation
2040,56.16,RUS,Russian Federation
2024,86.21,RWA,Rwanda
2025,83.91,RWA,Rwanda
2026,79.82,RWA,Rwanda
2027,73.26,RWA,Rwanda
2028,61.09,RWA,Rwanda
2029,61.42,RWA,Rwanda
2030,61.74,RWA,Rwanda
2031,62.07,RWA,Rwanda
2032,62.41,RWA,Rwanda
2033,62.75,RWA,Rwanda
2034,63.1,RWA,Rwanda
2035,63.46,RWA,Rwanda
2036,63.81,RWA,Rwanda
2037,64.17,RWA,Rwanda
2038,64.53,RWA,Rwanda
2039,64.9,RWA,Rwanda
2040,65.26,RWA,Rwanda
2024,66.2,SAS,South Asia
2025,63.95,SAS,South Asia
2026,59.86,SAS,South Asia
2027,59.96,SAS,South Asia
2028,60.12,SAS,South Asia
2029,60.44,SAS,South Asia
2030,60.77,SAS,South Asia
2031,61.1,SAS,South Asia
2032,61.43,SAS,South Asia
2033,61.77,SAS,South Asia
2034,62.11,SAS,South Asia
2035,62.45,SAS,South Asia
2036,62.8,SAS,South Asia
2037,63.15,SAS,South Asia
2038,63.51,SAS,South Asia
2039,63.88,SAS,South Asia
2040,64.24,SAS,South Asia
2024,11.12,SAU,Saudi Arabia
2025,19.71,SAU,Saudi Arabia
2026,30.21,SAU,Saudi Arabia
2027,43.01,SAU,Saudi Arabia
2028,46.23,SAU,Saudi Arabia
2029,46.59,SAU,Saudi Arabia
2030,46.95,SAU,Saudi Arabia
2031,47.31,SAU,Saudi Arabia
2032,47.68,SAU,Saudi Arabia
2033,48.05,SAU,Saudi Arabia
2034,48.42,SAU,Saudi Arabia
2035,48.8,SAU,Saudi Arabia
2036,49.18,SAU,Saudi Arabia
2037,49.56,SAU,Saudi Arabia
2038,49.94,SAU,Saudi Arabia
2039,50.32,SAU,Saudi Arabia
2040,50.71,SAU,Saudi Arabia
2024,75.77,SDN,Sudan
2025,72.97,SDN,Sudan
2026,67.72,SDN,Sudan
2027,59.42,SDN,Sudan
2028,60.91,SDN,Sudan
2029,61.23,SDN,Sudan
2030,61.56,SDN,Sudan
2031,61.88,SDN,Sudan
2032,62.22,SDN,Sudan
2033,62.55,SDN,Sudan
2034,62.9,SDN,Sudan
2035,63.25,SDN,Sudan
2036,63.61,SDN,Sudan
2037,63.97,SDN,Sudan
2038,64.33,SDN,Sudan
2039,64.69,SDN,Sudan
2040,65.05,SDN,Sudan
2024,69.1,SEN,Senegal
2025,67.42,SEN,Senegal
2026,64.17,SEN,Senegal
2027,60.51,SEN,Senegal
2028,60.71,SEN,Senegal
2029,61.03,SEN,Senegal
2030,61.36,SEN,Senegal
2031,61.69,SEN,Senegal
2032,62.03,SEN,Senegal
2033,62.38,SEN,Senegal
2034,62.73,SEN,Senegal
2035,63.09,SEN,Senegal
2036,63.45,SEN,Senegal
2037,63.81,SEN,Senegal
2038,64.18,SEN,Senegal
2039,64.54,SEN,Senegal
2040,64.91,SEN,Senegal
2024,31.79,SGP,Singapore
2025,37.59,SGP,Singapore
2026,45.22,SGP,Singapore
2027,53.76,SGP,Singapore
2028,54.28,SGP,Singapore
2029,54.75,SGP,Singapore
2030,55.23,SGP,Singapore
2031,55.71,SGP,Singapore
2032,56.19,SGP,Singapore
2033,56.64,SGP,Singapore
2034,57.05,SGP,Singapore
2035,57.43,SGP,Singapore
2036,57.81,SGP,Singapore
2037,58.18,SGP,Singapore
2038,58.55,SGP,Singapore
2039,58.91,SGP,Singapore
2040,59.27,SGP,Singapore
2024,5.71,SLB,Solomon Islands
2025,5.71,SLB,Solomon Islands
2026,5.71,SLB,Solomon Islands
2027,5.71,SLB,Solomon Islands
2028,5.71,SLB,Solomon Islands
2029,59.51,SLB,Solomon Islands
2030,59.9,SLB,Solomon Islands
2031,60.28,SLB,Solomon Islands
2032,60.66,SLB,Solomon Islands
2033,61.03,SLB,Solomon Islands
2034,61.4,SLB,Solomon Islands
2035,61.76,SLB,Solomon Islands
2036,62.12,SLB,Solomon Islands
2037,62.47,SLB,Solomon Islands
2038,62.82,SLB,Solomon Islands
2039,63.17,SLB,Solomon Islands
2040,63.51,SLB,Solomon Islands
2024,5.71,SLE,Sierra Leone
2025,5.71,SLE,Sierra Leone
2026,5.71,SLE,Sierra Leone
2027,5.71,SLE,Sierra Leone
2028,5.71,SLE,Sierra Leone
2029,59.43,SLE,Sierra Leone
2030,59.81,SLE,Sierra Leone
2031,60.19,SLE,Sierra Leone
2032,60.57,SLE,Sierra Leone
2033,60.94,SLE,Sierra Leone
2034,61.31,SLE,Sierra Leone
2035,61.67,SLE,Sierra Leone
2036,62.03,SLE,Sierra Leone
2037,62.38,SLE,Sierra Leone
2038,62.73,SLE,Sierra Leone
2039,63.07,SLE,Sierra Leone
2040,63.42,SLE,Sierra Leone
2024,60.46,SLV,El Salvador
2025,60.99,SLV,El Salvador
2026,60.19,SLV,El Salvador
2027,59.83,SLV,El Salvador
2028,60.03,SLV,El Salvador
2029,60.36,SLV,El Salvador
2030,60.69,SLV,El Salvador
2031,61.02,SLV,El Salvador
2032,61.36,SLV,El Salvador
2033,61.71,SLV,El Salvador
2034,62.07,SLV,El Salvador
2035,62.43,SLV,El Salvador
2036,62.79,SLV,El Salvador
2037,63.16,SLV,El Salvador
2038,63.52,SLV,El Salvador
2039,63.89,SLV,El Salvador
2040,64.26,SLV,El Salvador
2024,5.71,SMR,San Marino
2025,5.71,SMR,San Marino
2026,5.71,SMR,San Marino
2027,5.71,SMR,San Marino
2028,5.71,SMR,San Marino
2029,63.47,SMR,San Marino
2030,63.88,SMR,San Marino
2031,64.28,SMR,San Marino
2032,64.68,SMR,San Marino
2033,65.08,SMR,San Marino
2034,65.46,SMR,San Marino
2035,65.85,SMR,San Marino
2036,66.23,SMR,San Marino
2037,66.6,SMR,San Marino
2038,66.97,SMR,San Marino
2039,67.34,SMR,San Marino
2040,67.7,SMR,San Marino
2024,5.71,SOM,"Somalia, Fed. Rep."
2025,5.71,SOM,"Somalia, Fed. Rep."
2026,5.71,SOM,"Somalia, Fed. Rep."
2027,5.71,SOM,"Somalia, Fed. Rep."
2028,5.71,SOM,"Somalia, Fed. Rep."
2029,59.42,SOM,"Somalia, Fed. Rep."
2030,59.8,SOM,"Somalia, Fed. Rep."
2031,60.18,SOM,"Somalia, Fed. Rep."
2032,60.56,SOM,"Somalia, Fed. Rep."
2033,60.93,SOM,"Somalia, Fed. Rep."
2034,61.29,SOM,"Somalia, Fed. Rep."
2035,61.66,SOM,"Somalia, Fed. Rep."
2036,62.01,SOM,"Somalia, Fed. Rep."
2037,62.37,SOM,"Somalia, Fed. Rep."
2038,62.72,SOM,"Somalia, Fed. Rep."
2039,63.06,SOM,"Somalia, Fed. Rep."
2040,63.4,SOM,"Somalia, Fed. Rep."
2024,57.34,SRB,Serbia
2025,57.85,SRB,Serbia
2026,56.65,SRB,Serbia
2027,54.7,SRB,Serbia
2028,55.09,SRB,Serbia
2029,55.43,SRB,Serbia
2030,55.78,SRB,Serbia
2031,56.13,SRB,Serbia
2032,56.49,SRB,Serbia
2033,56.85,SRB,Serbia
2034,57.21,SRB,Serbia
2035,57.58,SRB,Serbia
2036,57.94,SRB,Serbia
2037,58.31,SRB,Serbia
2038,58.68,SRB,Serbia
2039,59.06,SRB,Serbia
2040,59.43,SRB,Serbia
2024,76.55,SSA,Sub-Saharan Africa (excluding high income)
2025,70.87,SSA,Sub-Saharan Africa (excluding high income)
2026,60.53,SSA,Sub-Saharan Africa (excluding high income)
2027,60.63,SSA,Sub-Saharan Africa (excluding high income)
2028,60.82,SSA,Sub-Saharan Africa (excluding high income)
2029,61.15,SSA,Sub-Saharan Africa (excluding high income)
2030,61.48,SSA,Sub-Saharan Africa (excluding high income)
2031,61.81,SSA,Sub-Saharan Africa (excluding high income)
2032,62.15,SSA,Sub-Saharan Africa (excluding high income)
2033,62.48,SSA,Sub-Saharan Africa (excluding high income)
2034,62.82,SSA,Sub-Saharan Africa (excluding high income)
2035,63.17,SSA,Sub-Saharan Africa (excluding high income)
2036,63.52,SSA,Sub-Saharan Africa (excluding high income)
2037,63.88,SSA,Sub-Saharan Africa (excluding high income)
2038,64.25,SSA,Sub-Saharan Africa (excluding high income)
2039,64.61,SSA,Sub-Saharan Africa (excluding high income)
2040,64.98,SSA,Sub-Saharan Africa (excluding high income)
2024,5.71,SSD,South Sudan
2025,5.71,SSD,South Sudan
2026,5.71,SSD,South Sudan
2027,5.71,SSD,South Sudan
2028,5.71,SSD,South Sudan
2029,62.83,SSD,South Sudan
2030,63.23,SSD,South Sudan
2031,63.61,SSD,South Sudan
2032,64.0,SSD,South Sudan
2033,64.38,SSD,South Sudan
2034,64.75,SSD,South Sudan
2035,65.13,SSD,South Sudan
2036,65.49,SSD,South Sudan
2037,65.86,SSD,South Sudan
2038,66.22,SSD,South Sudan
2039,66.57,SSD,South Sudan
2040,66.92,SSD,South Sudan
2024,77.11,SSF,Sub-Saharan Africa
2025,71.26,SSF,Sub-Saharan Africa
2026,60.57,SSF,Sub-Saharan Africa
2027,60.68,SSF,Sub-Saharan Africa
2028,60.87,SSF,Sub-Saharan Africa
2029,61.2,SSF,Sub-Saharan Africa
2030,61.53,SSF,Sub-Saharan Africa
2031,61.86,SSF,Sub-Saharan Africa
2032,62.2,SSF,Sub-Saharan Africa
2033,62.54,SSF,Sub-Saharan Africa
2034,62.88,SSF,Sub-Saharan Africa
2035,63.22,SSF,Sub-Saharan Africa
2036,63.57,SSF,Sub-Saharan Africa
2037,63.93,SSF,Sub-Saharan Africa
2038,64.3,SSF,Sub-Saharan Africa
2039,64.66,SSF,Sub-Saharan Africa
2040,65.03,SSF,Sub-Saharan Africa
2024,5.71,SST,Small states
2025,5.71,SST,Small states
2026,5.71,SST,Small states
2027,5.71,SST,Small states
2028,5.71,SST,Small states
2029,60.48,SST,Small states
2030,60.87,SST,Small states
2031,61.26,SST,Small states
2032,61.65,SST,Small states
2033,62.03,SST,Small states
2034,62.41,SST,Small states
2035,62.78,SST,Small states
2036,63.15,SST,Small states
2037,63.51,SST,Small states
2038,63.87,SST,Small states
2039,64.22,SST,Small states
2040,64.58,SST,Small states
2024,5.71,STP,Sao Tome and Principe
2025,5.71,STP,Sao Tome and Principe
2026,5.71,STP,Sao Tome and Principe
2027,5.71,STP,Sao Tome and Principe
2028,5.71,STP,Sao Tome and Principe
2029,59.6,STP,Sao Tome and Principe
2030,59.99,STP,Sao Tome and Principe
2031,60.37,STP,Sao Tome and Principe
2032,60.75,STP,Sao Tome and Principe
2033,61.12,STP,Sao Tome and Principe
2034,61.49,STP,Sao Tome and Principe
2035,61.85,STP,Sao Tome and Principe
2036,62.21,STP,Sao Tome and Principe
2037,62.57,STP,Sao Tome and Principe
2038,62.92,STP,Sao Tome and Principe
2039,63.27,STP,Sao Tome and Principe
2040,63.61,STP,Sao Tome and Principe
2024,53.49,SUR,Suriname
2025,54.36,SUR,Suriname
2026,55.73,SUR,Suriname
2027,57.55,SUR,Suriname
2028,57.75,SUR,Suriname
2029,58.06,SUR,Suriname
2030,58.38,SUR,Suriname
2031,58.71,SUR,Suriname
2032,59.05,SUR,Suriname
2033,59.39,SUR,Suriname
2034,59.74,SUR,Suriname
2035,60.09,SUR,Suriname
2036,60.45,SUR,Suriname
2037,60.8,SUR,Suriname
2038,61.16,SUR,Suriname
2039,61.52,SUR,Suriname
2040,61.88,SUR,Suriname
2024,53.36,SVK,Slovak Republic
2025,54.05,SVK,Slovak Republic
2026,54.91,SVK,Slovak Republic
2027,56.14,SVK,Slovak Republic
2028,56.59,SVK,Slovak Republic
2029,56.95,SVK,Slovak Republic
2030,57.32,SVK,Slovak Republic
2031,57.69,SVK,Slovak Republic
2032,58.06,SVK,Slovak Republic
2033,58.45,SVK,Slovak Republic
2034,58.84,SVK,Slovak Republic
2035,59.23,SVK,Slovak Republic
2036,59.63,SVK,Slovak Republic
2037,60.02,SVK,Slovak Republic
2038,60.42,SVK,Slovak Republic
2039,60.82,SVK,Slovak Republic
2040,61.22,SVK,Slovak Republic
2024,54.56,SVN,Slovenia
2025,55.08,SVN,Slovenia
2026,54.79,SVN,Slovenia
2027,54.2,SVN,Slovenia
2028,54.7,SVN,Slovenia
2029,55.08,SVN,Slovenia
2030,55.46,SVN,Slovenia
2031,55.84,SVN,Slovenia
2032,56.24,SVN,Slovenia
2033,56.64,SVN,Slovenia
2034,57.04,SVN,Slovenia
2035,57.45,SVN,Slovenia
2036,57.85,SVN,Slovenia
2037,58.26,SVN,Slovenia
2038,58.67,SVN,Slovenia
2039,59.08,SVN,Slovenia
2040,59.49,SVN,Slovenia
2024,71.26,SWE,Sweden
2025,67.84,SWE,Sweden
2026,60.16,SWE,Sweden
2027,47.12,SWE,Sweden
2028,47.56,SWE,Sweden
2029,47.97,SWE,Sweden
2030,48.39,SWE,Sweden
2031,48.8,SWE,Sweden
2032,49.22,SWE,Sweden
2033,49.64,SWE,Sweden
2034,50.07,SWE,Sweden
2035,50.49,SWE,Sweden
2036,50.92,SWE,Sweden
2037,51.35,SWE,Sweden
2038,51.77,SWE,Sweden
2039,52.19,SWE,Sweden
2040,52.58,SWE,Sweden
2024,81.0,SWZ,Eswatini
2025,79.01,SWZ,Eswatini
2026,75.66,SWZ,Eswatini
2027,69.71,SWZ,Eswatini
2028,59.86,SWZ,Eswatini
2029,60.19,SWZ,Eswatini
2030,60.51,SWZ,Eswatini
2031,60.84,SWZ,Eswatini
2032,61.17,SWZ,Eswatini
2033,61.52,SWZ,Eswatini
2034,61.87,SWZ,Eswatini
2035,62.22,SWZ,Eswatini
2036,62.58,SWZ,Eswatini
2037,62.94,SWZ,Eswatini
2038,63.3,SWZ,Eswatini
2039,63.66,SWZ,Eswatini
2040,64.03,SWZ,Eswatini
2024,5.71,SXM,Sint Maarten (Dutch part)
2025,5.71,SXM,Sint Maarten (Dutch part)
2026,5.71,SXM,Sint Maarten (Dutch part)
2027,5.71,SXM,Sint Maarten (Dutch part)
2028,5.71,SXM,Sint Maarten (Dutch part)
2029,62.22,SXM,Sint Maarten (Dutch part)
2030,62.63,SXM,Sint Maarten (Dutch part)
2031,63.03,SXM,Sint Maarten (Dutch part)
2032,63.42,SXM,Sint Maarten (Dutch part)
2033,63.82,SXM,Sint Maarten (Dutch part)
2034,64.2,SXM,Sint Maarten (Dutch part)
2035,64.59,SXM,Sint Maarten (Dutch part)
2036,64.96,SXM,Sint Maarten (Dutch part)
2037,65.34,SXM,Sint Maarten (Dutch part)
2038,65.71,SXM,Sint Maarten (Dutch part)
2039,66.07,SXM,Sint Maarten (Dutch part)
2040,66.43,SXM,Sint Maarten (Dutch part)
2024,5.71,SYC,Seychelles
2025,5.71,SYC,Seychelles
2026,5.71,SYC,Seychelles
2027,5.71,SYC,Seychelles
2028,5.71,SYC,Seychelles
2029,60.76,SYC,Seychelles
2030,61.16,SYC,Seychelles
2031,61.55,SYC,Seychelles
2032,61.94,SYC,Seychelles
2033,62.32,SYC,Seychelles
2034,62.7,SYC,Seychelles
2035,63.07,SYC,Seychelles
2036,63.45,SYC,Seychelles
2037,63.81,SYC,Seychelles
2038,64.17,SYC,Seychelles
2039,64.53,SYC,Seychelles
2040,64.88,SYC,Seychelles
2024,5.71,SYR,Syrian Arab Republic
2025,5.71,SYR,Syrian Arab Republic
2026,5.71,SYR,Syrian Arab Republic
2027,5.71,SYR,Syrian Arab Republic
2028,5.71,SYR,Syrian Arab Republic
2029,61.81,SYR,Syrian Arab Republic
2030,62.21,SYR,Syrian Arab Republic
2031,62.59,SYR,Syrian Arab Republic
2032,62.98,SYR,Syrian Arab Republic
2033,63.36,SYR,Syrian Arab Republic
2034,63.73,SYR,Syrian Arab Republic
2035,64.1,SYR,Syrian Arab Republic
2036,64.47,SYR,Syrian Arab Republic
2037,64.83,SYR,Syrian Arab Republic
2038,65.19,SYR,Syrian Arab Republic
2039,65.54,SYR,Syrian Arab Republic
2040,65.89,SYR,Syrian Arab Republic
2024,5.71,TCA,Turks and Caicos Islands
2025,5.71,TCA,Turks and Caicos Islands
2026,5.71,TCA,Turks and Caicos Islands
2027,5.71,TCA,Turks and Caicos Islands
2028,5.71,TCA,Turks and Caicos Islands
2029,61.96,TCA,Turks and Caicos Islands
2030,62.37,TCA,Turks and Caicos Islands
2031,62.76,TCA,Turks and Caicos Islands
2032,63.16,TCA,Turks and Caicos Islands
2033,63.55,TCA,Turks and Caicos Islands
2034,63.94,TCA,Turks and Caicos Islands
2035,64.32,TCA,Turks and Caicos Islands
2036,64.69,TCA,Turks and Caicos Islands
2037,65.07,TCA,Turks and Caicos Islands
2038,65.44,TCA,Turks and Caicos Islands
2039,65.8,TCA,Turks and Caicos Islands
2040,66.16,TCA,Turks and Caicos Islands
2024,83.66,TCD,Chad
2025,81.39,TCD,Chad
2026,77.55,TCD,Chad
2027,71.59,TCD,Chad
2028,61.15,TCD,Chad
2029,61.48,TCD,Chad
2030,61.81,TCD,Chad
2031,62.14,TCD,Chad
2032,62.47,TCD,Chad
2033,62.82,TCD,Chad
2034,63.18,TCD,Chad
2035,63.54,TCD,Chad
2036,63.9,TCD,Chad
2037,64.26,TCD,Chad
2038,64.62,TCD,Chad
2039,64.98,TCD,Chad
2040,65.35,TCD,Chad
2024,53.99,TEA,East Asia & Pacific (IDA & IBRD countries)
2025,54.84,TEA,East Asia & Pacific (IDA & IBRD countries)
2026,55.8,TEA,East Asia & Pacific (IDA & IBRD countries)
2027,55.71,TEA,East Asia & Pacific (IDA & IBRD countries)
2028,55.77,TEA,East Asia & Pacific (IDA & IBRD countries)
2029,56.11,TEA,East Asia & Pacific (IDA & IBRD countries)
2030,56.45,TEA,East Asia & Pacific (IDA & IBRD countries)
2031,56.79,TEA,East Asia & Pacific (IDA & IBRD countries)
2032,57.14,TEA,East Asia & Pacific (IDA & IBRD countries)
2033,57.49,TEA,East Asia & Pacific (IDA & IBRD countries)
2034,57.84,TEA,East Asia & Pacific (IDA & IBRD countries)
